Inference for Stan model: anon_model.
4 chains, each with iter=1e+05; warmup=10000; thin=10; 
post-warmup draws per chain=9000, total post-warmup draws=36000.

                mean se_mean     sd     2.5%      25%      50%      75%    97.5% n_eff Rhat
lambda[56]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[57]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[58]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[59]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[60]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[61]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[62]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[63]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[64]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[65]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[66]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[67]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[68]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[69]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[70]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[71]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[72]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[73]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[74]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[75]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[76]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[77]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[78]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[79]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[80]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[81]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[82]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[83]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[84]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[85]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[86]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[87]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[88]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[89]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[90]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[91]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[92]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[93]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
lambda[94]      0.03    0.00   0.01     0.02     0.02     0.02     0.03     0.04   387 1.01
lambda[95]      0.02    0.00   0.00     0.01     0.01     0.02     0.02     0.02   562 1.00
 [ reached getOption("max.print") -- omitted 306 rows ]

Samples were drawn using NUTS(diag_e) at Fri Nov 15 21:02:46 2024.
For each parameter, n_eff is a crude measure of effective sample size,
and Rhat is the potential scale reduction factor on split chains (at 
convergence, Rhat=1).
